"rank","movie","year_released","american_box_office","international_box_office","total_box_office"
490,"Bridesmaids",2011,169211718,120420305,289632023
491,"Fantastic Four: Rise of the Silver Surfer",2007,131921738,157558953,289480691
492,"Coming to America",1988,128152301,160647699,288800000
493,"What Lies Beneath",2000,155464351,133229638,288693989
494,"Oblivion",2013,89107235,198809398,287916633
495,"Pitch Perfect 2",2015,184296230,103329238,287625468
496,"Bee Movie",2007,126631277,160963300,287594577
497,"Turbo",2013,83028130,203868448,286896578
498,"American Pie 2",2001,145096820,141403180,286500000
499,"The Sound of Music",1965,163214286,123000000,286214286
500,"Elysium",2013,93050117,193141974,286192091
501,"Lethal Weapon 4",1998,130444603,154955397,285400000
502,"Wedding Crashers",2005,209218368,74000000,283218368
503,"Speed",1994,121248145,161951855,283200000
504,"John Carter",2012,73058679,209719421,282778100
505,"Saturday Night Fever",1977,139486124,142913876,282400000
506,"Casper",1995,100328194,181971806,282300000
507,"Bridget Jones's Diary",2001,71500556,210026602,281527158
508,"The Bourne Legacy",2012,113203870,167152050,280355920
509,"Shakespeare in Love",1998,100317794,179182206,279500000
510,"Split",2017,138141585,140823221,278964806
511,"The Tourist",2010,67631157,211100212,278731369
512,"Scary Movie",2000,157019771,120180229,277200000
513,"Alice Through the Looking Glass",2016,77042381,199885731,276928112
514,"Beverly Hills Cop II",1987,153665036,123000000,276665036
515,"Scooby-Doo",2002,153294164,123000000,276294164
516,"Divergent",2014,150947895,125067070,276014965
517,"The Silence of the Lambs",1991,130726716,145000000,275726716
518,"Sen to Chihiro no Kamikakushi",2002,10049886,264900000,274949886
519,"Gran Torino",2008,148095302,126447783,274543085
520,"High School Musical 3: Senior Year",2008,90559416,183833464,274392880
521,"Cloudy with a Chance of Meatballs 2",2013,119793567,154599082,274392649
522,"Jerry Maguire",1996,153952592,120047408,274000000
523,"The Nutty Professor",1996,128814019,145000000,273814019
524,"Tomb Raider",2018,58250803,215226698,273477501
525,"Lincoln",2012,182207973,91138308,273346281
526,"Lara Croft: Tomb Raider",2001,131144183,142186002,273330185
527,"Bad Boys II",2003,138540870,134731112,273271982
528,"Grown Ups",2010,162001186,110222244,272223430
529,"The Princess and the Frog",2009,104400899,166596479,270997378
530,"Neighbors",2014,150086800,120857628,270944428
531,"The Firm",1993,158340892,112000000,270340892
532,"Mr. Peabody & Sherman",2014,111506430,158300000,269806430
533,"10,000 B.C.",2008,94784201,174281477,269065678
534,"The Godfather",1972,134966411,133533589,268500000
535,"Exodus: Gods and Kings",2014,65014513,203300000,268314513
536,"The Expendables",2010,103068524,165199650,268268174
537,"Bambi",1942,102797000,165203000,268000000
538,"American Gangster",2007,130164645,137820811,267985456
539,"We're the Millers",2013,150394119,117422157,267816276
540,"xXx",2002,141930000,125270000,267200000
541,"Batman Returns",1992,162833635,103990656,266824291
542,"Something's Gotta Give",2003,124685242,142000000,266685242
543,"Indecent Proposal",1993,106614059,159985941,266600000
544,"Maze Runner: The Death Cure",2018,58032443,207846093,265878536
545,"The Incredible Hulk",2008,134806913,130766946,265573859
546,"Waterworld",1995,88246220,176000000,264246220
547,"The Truman Show",1998,125618201,138500000,264118201
548,"The Fifth Element",1997,63570862,200327899,263898761
549,"Bridget Jones: The Edge Of Reason",2004,40203020,223691531,263894551
550,"Real Steel",2011,85463309,178417032,263880341
551,"Cinderella",1950,85000000,178591415,263591415
552,"Baahubali 2: The Conclusion",2017,18985794,244517120,263502914
553,"Epic",2013,107518682,155275759,262794441
554,"Jumanji",1995,100458310,162300000,262758310
555,"Borat",2006,128505958,132937284,261443242
556,"Total Recall",1990,119394839,142005161,261400000
557,"The Full Monty",1997,45950122,215299261,261249383
558,"Robots",2005,128200012,132500000,260700012
559,"The Lone Ranger",2013,89302115,170700000,260002115
560,"Charlie's Angels",2000,125305545,134430545,259736090
561,"Blade Runner 2049",2017,92054159,167303249,259357408
562,"Paddington",2014,76223578,182565519,258789097
563,"Knight and Day",2010,76423035,182328335,258751370
564,"Out of Africa",1985,79096868,179113992,258210860
565,"Super 8",2011,127004179,130968566,257972745
566,"American Hustle",2013,150117807,107760487,257878294
567,"Erin Brockovich",2000,125548685,132256558,257805243
568,"The Village",2004,114197520,143444114,257641634
569,"Annabelle",2014,84273813,172589107,256862920
570,"Rush Hour 3",2007,140125968,116459914,256585882
571,"Bean",1997,45334169,211239959,256574128
572,"Gong fu yu jia",2017,362657,255641470,256004127
573,"The Taking of Tiger Mountain",2014,222964,255759969,255982933
574,"Fei Chi Ren Sheng",2019,0,255832826,255832826
575,"Get Out",2017,176040665,79327286,255367951
576,"Cliffhanger",1993,84049211,170950789,255000000
577,"Halloween",2018,159342015,95000000,254342015
578,"Wild Hogs",2007,168213584,85341799,253555383
579,"True Grit",2010,171243005,81033923,252276928
580,"Michael Jackson's This Is It",2009,72091016,180000000,252091016
581,"After Earth",2013,60522097,190977568,251499665
582,"You've Got Mail",1998,115821495,134978505,250800000
583,"Hercules",1997,99112101,151587899,250700000
584,"Enemy of the State",1998,111549836,139100000,250649836
585,"Brother Bear",2003,85336277,165061521,250397798
586,"Space Jam",1996,90463534,159736466,250200000
587,"The Peanuts Movie",2015,130178411,119913199,250091610
588,"Alvin and the Chipmunks: The Road Chip",2015,85886987,163630969,249517956
589,"Eragon",2006,75030163,174457952,249488115
590,"Xi You Fu Yao Pian",2017,880346,247924803,248805149
591,"The Ghouls",2015,1243810,247448912,248692722
592,"Love Actually",2003,59472278,189033022,248505300
593,"The Blair Witch Project",1999,140539099,107760901,248300000
594,"The Ring",2002,129094024,119124462,248218486
595,"Unbreakable",2000,94999143,153100000,248099143
596,"Marley & Me",2008,143153751,104658260,247812011
597,"Bienvenue chez les Ch'tis",2008,1477650,245996847,247474497
598,"Grown Ups 2",2013,133668525,113355283,247023808
599,"Dumb & Dumber",1994,127175374,119224626,246400000
600,"Babe",1995,63658910,182441090,246100000
601,"Lilo & Stitch",2002,145771527,100028473,245800000
602,"8 Mile",2002,116724075,129044309,245768384
603,"Us",2019,170444620,75300000,245744620
604,"Rango",2011,123477607,122246993,245724600
605,"Teenage Mutant Ninja Turtles: Out of the Shadows",2016,82051601,163276773,245328374
606,"Glass",2019,111035005,134268500,245303505
607,"Rush Hour",1998,141186864,104113136,245300000
608,"Hulk",2003,132177234,112898200,245075434
609,"Back to the Future Part III",1990,88055283,156033371,244088654
610,"Pixels",2015,78765986,165275818,244041804
611,"Hercules",2014,72688614,170700000,243388614
612,"Journey to the Center of the Earth",2008,101704370,141476567,243180937
613,"RoboCop",2014,58607007,184374792,242981799
614,"Four Weddings and a Funeral",1994,52700832,190194977,242895809
615,"Daddy’s Home",2015,150357137,92400000,242757137
616,"Face/Off",1997,112276146,128923854,241200000
617,"Assassin’s Creed",2016,54647948,186111734,240759682
618,"Resident Evil: Retribution",2012,42345531,198302098,240647629
619,"Die Hard 2",1990,117323878,122490147,239814025
620,"Crocodile Dundee 2",1988,109306210,130300000,239606210
621,"Dead Poets Society",1989,95860116,143639884,239500000
622,"The Girl with the Dragon Tattoo",2011,102515793,136858177,239373970
623,"Grand Canyon: The Hidden Secrets",1984,52800000,186200000,239000000
624,"Sully",2016,125070033,113454523,238524556
625,"Alien: Covenant",2017,74262031,164259216,238521247
626,"Batman & Robin",1997,107325195,130992619,238317814
627,"Dark Shadows",2012,79727149,158475519,238202668
628,"Crazy Rich Asians",2018,174532921,63566790,238099711
629,"Disney Planes",2013,90282580,147776989,238059569
630,"Hauru no ugoku shiro",2005,4710455,233103872,237814327
631,"Click",2006,137355633,100329456,237685089
632,"The Day the Earth Stood Still",2008,79366978,158003372,237370350
633,"Gang jiong",2015,1302281,235971100,237273381
634,"Cloudy with a Chance of Meatballs",2009,124870275,111957402,236827677
635,"American Reunion",2012,56758835,180040376,236799211
636,"A Few Good Men",1992,141340178,95159822,236500000
637,"Silver Linings Playbook",2012,132092958,104319495,236412453
638,"2 Fast 2 Furious",2003,127120058,109290549,236410607
639,"Artificial Intelligence: AI",2001,78616689,157283311,235900000
640,"Mr. Bean’s Holiday",2007,33302167,201679175,234981342
641,"American Pie",1999,101800948,132922200,234723148
642,"Eraser",1996,101295562,133104438,234400000
643,"The Mask of Zorro",1998,93828745,139871255,233700000
644,"Gone in 60 Seconds",2000,101643008,131000000,232643008
645,"Spy!",2015,110825712,121760036,232585748
646,"Gulliver's Travels",2010,42779261,189238587,232017848
647,"Million Dollar Baby",2004,100492203,131436024,231928227
648,"Hidden Figures",2016,169607287,62164429,231771716
649,"The English Patient",1996,78716374,152993634,231710008
650,"Sister Act",1992,139605150,91994850,231600000
651,"Juno",2007,143495265,87954837,231450102
652,"The Heat",2013,159581587,70146187,229727774
653,"Ghost Rider",2007,115802596,113742993,229545589
654,"La vita è bella",1998,57598247,171787114,229385361
655,"The Green Hornet",2011,98780042,130375461,229155503
656,"Ghostbusters",2016,128350574,100658084,229008658
657,"Big Daddy",1999,163479795,65161488,228641283
658,"Baby Driver",2017,107825862,120278323,228104185
659,"Sleepless in Seattle",1993,126680884,101218442,227899326
660,"Chicken Run",2000,106793915,121000000,227793915
661,"The Imitation Game",2014,91125143,136615320,227740463
662,"Lethal Weapon 2",1989,147253986,80046014,227300000
663,"Charlie's Angels: Full Throttle",2003,100814328,126385672,227200000
664,"Argo",2012,136025503,91115254,227140757
665,"Fang Hua",2017,1891956,225197313,227089269
666,"Taken",2009,145000989,81940596,226941585
667,"Get Smart",2008,130319208,96420208,226739416
668,"Yes Man",2008,97690976,128300000,225990976
669,"Good Will Hunting",1997,138433435,87492554,225925989
670,"Rocky",1976,117235147,107764853,225000000
671,"The Social Network",2010,96962694,127959441,224922135
672,"It’s Complicated",2009,112735375,111879369,224614744
673,"Con Air",1997,101117573,123000000,224117573
674,"Interview with the Vampire: The Vampire Chronicles",1994,105264608,118300000,223564608
675,"Percy Jackson & the Olympians: The Lightning Thief",2010,88768303,134282571,223050874
676,"Honey, I Shrunk the Kids",1989,130724172,91975828,222700000
677,"Jumper",2008,80172128,142468684,222640812
678,"Non-Stop",2014,91742160,130640895,222383055
679,"The Little Mermaid",1989,111543479,110756279,222299758
680,"Constantine",2005,75976178,145618733,221594911
681,"Bedtime Stories",2008,110101975,111366960,221468935
682,"Presumed Innocent",1990,86303188,134996812,221300000
683,"Everest",2015,43482270,177814791,221297061
684,"Wild Wild West",1999,113805681,107423654,221229335
685,"Fahrenheit 9/11",2004,119114517,102034442,221148959
686,"Geostorm",2017,33700160,187095849,220796009
687,"Elf",2003,173840591,46837892,220678483
688,"Captain Phillips",2013,107136417,113511767,220648184
689,"Dracula Untold",2014,55991880,164249843,220241723
690,"Green Lantern",2011,116601172,102934320,219535492
691,"Inferno",2016,34343574,185175793,219519367
692,"Knocked Up",2007,148761765,70504187,219265952
693,"Kingdom of Heaven",2005,47398413,171454940,218853353
694,"The Terminal",2004,77073959,141600000,218673959
695,"The Prince of Egypt",1998,101413188,117200000,218613188
696,"What Happens in Vegas...",2008,80277646,138258062,218535708
697,"The Sorcerer's Apprentice",2010,63150991,154835329,217986320
698,"Collateral",2004,100170152,117500000,217670152
699,"Valentine's Day",2010,110485654,107083674,217569328
700,"Jack Reacher",2012,80070736,137300000,217370736
701,"Ted 2",2015,81476385,135737758,217214143
702,"Central Intelligence",2016,127440871,89753934,217194805
703,"Twins",1988,111936388,104663612,216600000
704,"The Emoji Movie",2017,86089513,130479466,216568979
705,"Bram Stoker's Dracula",1992,82522790,133339902,215862692
706,"Ghostbusters II",1989,112494738,103005262,215500000
707,"Bad Teacher",2011,100292856,115156141,215448997
708,"The Patriot",2000,113330342,101969658,215300000
709,"Valerian and the City of a Thousand Planets",2017,40479370,174618986,215098356
710,"Australia",2008,49554002,165526808,215080810
711,"Just Go With It",2011,103028109,111946844,214974953
712,"Hansel & Gretel: Witch Hunters",2013,55703475,159246241,214949716
713,"Flightplan",2005,89706988,124685916,214392904
714,"The Bourne Identity",2002,121468960,92888411,214357371
715,"Dirty Dancing",1987,63892689,150001106,213893795
716,"Smallfoot",2018,83240103,130453506,213693609
717,"Creed II",2018,115715889,97875633,213591522
718,"Crouching Tiger, Hidden Dragon",2000,128067808,85446864,213514672
719,"Vertical Limit",2000,68473360,145026640,213500000
720,"Battle: Los Angeles",2011,83552429,129911547,213463976
721,"Miss Congeniality",2000,106807667,106613284,213420951
722,"The Help",2011,169705587,43414417,213120004
723,"Into the Woods",2014,128002372,85114029,213116401
724,"Lemony Snicket's A Series of Unfortunate Events",2004,118627117,94328907,212956024
725,"Pulp Fiction",1994,107928762,105000000,212928762
726,"Master and Commander: The Far Side of the World",2003,93926386,118985751,212912137
727,"District 9",2009,115646235,96807196,212453431
728,"Horrible Bosses",2011,117538559,94879042,212417601
729,"Ace Ventura: When Nature Calls",1995,108360063,104039937,212400000
730,"Public Enemies",2009,97104620,115178089,212282709
731,"Disclosure",1994,83015089,129184911,212200000
732,"End of Days",1999,66889043,145137932,212026975
733,"Total Recall",2012,58877969,152978119,211856088
734,"Due Date",2010,100539043,111200000,211739043
735,"Entrapment",1999,87707396,123992604,211700000
736,"Xia Luo Te Fan Nao",2015,1289195,210280552,211569747
737,"Immortals",2011,83504017,128058418,211562435
738,"Fury",2014,85817906,124497775,210315681
739,"Moonraker",1979,70300000,140000000,210300000
740,"The Expendables 3",2014,39322544,170138834,209461378
741,"Hou Lai De Wo Men",2018,0,209221328,209221328
742,"Braveheart",1995,75545647,133499597,209045244
743,"Jaws 2",1978,102922376,105978000,208900376
744,"Safe House",2012,126181630,82360532,208542162
745,"The Aviator",2004,102608827,105762065,208370892
746,"Traffic",2000,124107476,84192524,208300000
747,"Me Before You",2016,56245075,152020123,208265198
748,"Garfield: The Movie",2004,75367693,132726857,208094550
749,"Xi you xiang mo pian",2013,18058,207909924,207927982
750,"The Others",2001,96522687,111242369,207765056
751,"Clear and Present Danger",1994,122012656,85487344,207500000
752,"S.W.A.T.",2003,116877597,90277151,207154748
753,"Sleepy Hollow",1999,101068340,106000000,207068340
754,"Paranormal Activity 3",2011,104028807,103011037,207039844
755,"Tomorrowland",2015,93436322,113191196,206627518
756,"Eat Pray Love",2010,80574010,126024779,206598789
757,"The Fast and the Furious",2001,144512310,62000000,206512310
758,"Red Dragon",2002,92955420,113500000,206455420
759,"Bridget Jones’s Baby",2016,24139805,181682883,205822688
760,"The Break-Up",2006,118703275,87024032,205727307
761,"White House Down",2013,73103784,132336603,205440387
762,"JFK",1991,70405498,134994502,205400000
763,"Ren zai jiong tu zhi tai jiong",2012,0,205400000,205400000
764,"Gake no ue no Ponyo",2009,15090399,190222267,205312666
765,"The Ugly Truth",2009,88915214,116383693,205298907
766,"The Holiday",2006,63280000,141910324,205190324
767,"Yogi Bear",2010,100246011,104528679,204774690
